Product code,Bureau of Meteorology station number,Year,Month,Day,Date,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,4032,1948,1,1,1/01/1948,,,
IDCJAC0010,4032,1948,1,2,2/01/1948,,,
IDCJAC0010,4032,1948,1,3,3/01/1948,,,
IDCJAC0010,4032,1948,1,4,4/01/1948,,,
IDCJAC0010,4032,1948,1,5,5/01/1948,,,
IDCJAC0010,4032,1948,1,6,6/01/1948,,,
IDCJAC0010,4032,1948,1,7,7/01/1948,,,
IDCJAC0010,4032,1948,1,8,8/01/1948,,,
IDCJAC0010,4032,1948,1,9,9/01/1948,,,
IDCJAC0010,4032,1948,1,10,10/01/1948,,,
IDCJAC0010,4032,1948,1,11,11/01/1948,,,
IDCJAC0010,4032,1948,1,12,12/01/1948,,,
IDCJAC0010,4032,1948,1,13,13/01/1948,,,
IDCJAC0010,4032,1948,1,14,14/01/1948,,,
IDCJAC0010,4032,1948,1,15,15/01/1948,,,
IDCJAC0010,4032,1948,1,16,16/01/1948,,,
IDCJAC0010,4032,1948,1,17,17/01/1948,,,
IDCJAC0010,4032,1948,1,18,18/01/1948,,,
IDCJAC0010,4032,1948,1,19,19/01/1948,,,
IDCJAC0010,4032,1948,1,20,20/01/1948,,,
IDCJAC0010,4032,1948,1,21,21/01/1948,,,
IDCJAC0010,4032,1948,1,22,22/01/1948,,,
IDCJAC0010,4032,1948,1,23,23/01/1948,,,
IDCJAC0010,4032,1948,1,24,24/01/1948,,,
IDCJAC0010,4032,1948,1,25,25/01/1948,,,
IDCJAC0010,4032,1948,1,26,26/01/1948,,,
IDCJAC0010,4032,1948,1,27,27/01/1948,,,
IDCJAC0010,4032,1948,1,28,28/01/1948,,,
IDCJAC0010,4032,1948,1,29,29/01/1948,,,
IDCJAC0010,4032,1948,1,30,30/01/1948,,,
IDCJAC0010,4032,1948,1,31,31/01/1948,,,
IDCJAC0010,4032,1948,2,1,1/02/1948,,,
IDCJAC0010,4032,1948,2,2,2/02/1948,,,
IDCJAC0010,4032,1948,2,3,3/02/1948,,,
IDCJAC0010,4032,1948,2,4,4/02/1948,,,
IDCJAC0010,4032,1948,2,5,5/02/1948,,,
IDCJAC0010,4032,1948,2,6,6/02/1948,,,
IDCJAC0010,4032,1948,2,7,7/02/1948,,,
IDCJAC0010,4032,1948,2,8,8/02/1948,,,
IDCJAC0010,4032,1948,2,9,9/02/1948,,,
IDCJAC0010,4032,1948,2,10,10/02/1948,,,
IDCJAC0010,4032,1948,2,11,11/02/1948,,,
IDCJAC0010,4032,1948,2,12,12/02/1948,,,
IDCJAC0010,4032,1948,2,13,13/02/1948,,,
IDCJAC0010,4032,1948,2,14,14/02/1948,,,
IDCJAC0010,4032,1948,2,15,15/02/1948,,,
IDCJAC0010,4032,1948,2,16,16/02/1948,,,
IDCJAC0010,4032,1948,2,17,17/02/1948,,,
IDCJAC0010,4032,1948,2,18,18/02/1948,,,
IDCJAC0010,4032,1948,2,19,19/02/1948,,,
IDCJAC0010,4032,1948,2,20,20/02/1948,,,
IDCJAC0010,4032,1948,2,21,21/02/1948,,,
IDCJAC0010,4032,1948,2,22,22/02/1948,,,
IDCJAC0010,4032,1948,2,23,23/02/1948,,,
IDCJAC0010,4032,1948,2,24,24/02/1948,,,
IDCJAC0010,4032,1948,2,25,25/02/1948,,,
IDCJAC0010,4032,1948,2,26,26/02/1948,,,
IDCJAC0010,4032,1948,2,27,27/02/1948,,,
IDCJAC0010,4032,1948,2,28,28/02/1948,,,
IDCJAC0010,4032,1948,2,29,29/02/1948,,,
IDCJAC0010,4032,1948,3,1,1/03/1948,,,
IDCJAC0010,4032,1948,3,2,2/03/1948,,,
IDCJAC0010,4032,1948,3,3,3/03/1948,,,
IDCJAC0010,4032,1948,3,4,4/03/1948,,,
IDCJAC0010,4032,1948,3,5,5/03/1948,,,
IDCJAC0010,4032,1948,3,6,6/03/1948,,,
IDCJAC0010,4032,1948,3,7,7/03/1948,,,
IDCJAC0010,4032,1948,3,8,8/03/1948,,,
IDCJAC0010,4032,1948,3,9,9/03/1948,,,
IDCJAC0010,4032,1948,3,10,10/03/1948,,,
IDCJAC0010,4032,1948,3,11,11/03/1948,,,
IDCJAC0010,4032,1948,3,12,12/03/1948,,,
IDCJAC0010,4032,1948,3,13,13/03/1948,,,
IDCJAC0010,4032,1948,3,14,14/03/1948,,,
IDCJAC0010,4032,1948,3,15,15/03/1948,,,
IDCJAC0010,4032,1948,3,16,16/03/1948,,,
IDCJAC0010,4032,1948,3,17,17/03/1948,,,
IDCJAC0010,4032,1948,3,18,18/03/1948,,,
IDCJAC0010,4032,1948,3,19,19/03/1948,,,
IDCJAC0010,4032,1948,3,20,20/03/1948,,,
IDCJAC0010,4032,1948,3,21,21/03/1948,,,
IDCJAC0010,4032,1948,3,22,22/03/1948,,,
IDCJAC0010,4032,1948,3,23,23/03/1948,,,
IDCJAC0010,4032,1948,3,24,24/03/1948,,,
IDCJAC0010,4032,1948,3,25,25/03/1948,,,
IDCJAC0010,4032,1948,3,26,26/03/1948,,,
IDCJAC0010,4032,1948,3,27,27/03/1948,,,
IDCJAC0010,4032,1948,3,28,28/03/1948,,,
IDCJAC0010,4032,1948,3,29,29/03/1948,,,
IDCJAC0010,4032,1948,3,30,30/03/1948,,,
IDCJAC0010,4032,1948,3,31,31/03/1948,,,
IDCJAC0010,4032,1948,4,1,1/04/1948,,,
IDCJAC0010,4032,1948,4,2,2/04/1948,,,
IDCJAC0010,4032,1948,4,3,3/04/1948,,,
IDCJAC0010,4032,1948,4,4,4/04/1948,,,
IDCJAC0010,4032,1948,4,5,5/04/1948,,,
IDCJAC0010,4032,1948,4,6,6/04/1948,,,
IDCJAC0010,4032,1948,4,7,7/04/1948,,,
IDCJAC0010,4032,1948,4,8,8/04/1948,,,
IDCJAC0010,4032,1948,4,9,9/04/1948,,,
IDCJAC0010,4032,1948,4,10,10/04/1948,,,
IDCJAC0010,4032,1948,4,11,11/04/1948,,,
IDCJAC0010,4032,1948,4,12,12/04/1948,,,
IDCJAC0010,4032,1948,4,13,13/04/1948,,,
IDCJAC0010,4032,1948,4,14,14/04/1948,,,
IDCJAC0010,4032,1948,4,15,15/04/1948,,,
IDCJAC0010,4032,1948,4,16,16/04/1948,,,
IDCJAC0010,4032,1948,4,17,17/04/1948,,,
IDCJAC0010,4032,1948,4,18,18/04/1948,,,
IDCJAC0010,4032,1948,4,19,19/04/1948,,,
IDCJAC0010,4032,1948,4,20,20/04/1948,,,
IDCJAC0010,4032,1948,4,21,21/04/1948,,,
IDCJAC0010,4032,1948,4,22,22/04/1948,,,
IDCJAC0010,4032,1948,4,23,23/04/1948,,,
IDCJAC0010,4032,1948,4,24,24/04/1948,,,
IDCJAC0010,4032,1948,4,25,25/04/1948,,,
IDCJAC0010,4032,1948,4,26,26/04/1948,,,
IDCJAC0010,4032,1948,4,27,27/04/1948,,,
IDCJAC0010,4032,1948,4,28,28/04/1948,,,
IDCJAC0010,4032,1948,4,29,29/04/1948,,,
IDCJAC0010,4032,1948,4,30,30/04/1948,,,
IDCJAC0010,4032,1948,5,1,1/05/1948,,,
IDCJAC0010,4032,1948,5,2,2/05/1948,,,
IDCJAC0010,4032,1948,5,3,3/05/1948,,,
IDCJAC0010,4032,1948,5,4,4/05/1948,,,
IDCJAC0010,4032,1948,5,5,5/05/1948,,,
IDCJAC0010,4032,1948,5,6,6/05/1948,,,
IDCJAC0010,4032,1948,5,7,7/05/1948,,,
IDCJAC0010,4032,1948,5,8,8/05/1948,,,
IDCJAC0010,4032,1948,5,9,9/05/1948,,,
IDCJAC0010,4032,1948,5,10,10/05/1948,,,
IDCJAC0010,4032,1948,5,11,11/05/1948,,,
IDCJAC0010,4032,1948,5,12,12/05/1948,,,
IDCJAC0010,4032,1948,5,13,13/05/1948,,,
IDCJAC0010,4032,1948,5,14,14/05/1948,,,
IDCJAC0010,4032,1948,5,15,15/05/1948,,,
IDCJAC0010,4032,1948,5,16,16/05/1948,,,
IDCJAC0010,4032,1948,5,17,17/05/1948,,,
IDCJAC0010,4032,1948,5,18,18/05/1948,,,
IDCJAC0010,4032,1948,5,19,19/05/1948,,,
IDCJAC0010,4032,1948,5,20,20/05/1948,,,
IDCJAC0010,4032,1948,5,21,21/05/1948,,,
IDCJAC0010,4032,1948,5,22,22/05/1948,,,
IDCJAC0010,4032,1948,5,23,23/05/1948,,,
IDCJAC0010,4032,1948,5,24,24/05/1948,,,
IDCJAC0010,4032,1948,5,25,25/05/1948,,,
IDCJAC0010,4032,1948,5,26,26/05/1948,,,
IDCJAC0010,4032,1948,5,27,27/05/1948,,,
IDCJAC0010,4032,1948,5,28,28/05/1948,,,
IDCJAC0010,4032,1948,5,29,29/05/1948,,,
IDCJAC0010,4032,1948,5,30,30/05/1948,,,
IDCJAC0010,4032,1948,5,31,31/05/1948,,,
IDCJAC0010,4032,1948,6,1,1/06/1948,,,
IDCJAC0010,4032,1948,6,2,2/06/1948,,,
IDCJAC0010,4032,1948,6,3,3/06/1948,,,
IDCJAC0010,4032,1948,6,4,4/06/1948,,,
IDCJAC0010,4032,1948,6,5,5/06/1948,,,
IDCJAC0010,4032,1948,6,6,6/06/1948,,,
IDCJAC0010,4032,1948,6,7,7/06/1948,,,
IDCJAC0010,4032,1948,6,8,8/06/1948,,,
IDCJAC0010,4032,1948,6,9,9/06/1948,,,
IDCJAC0010,4032,1948,6,10,10/06/1948,,,
IDCJAC0010,4032,1948,6,11,11/06/1948,,,
IDCJAC0010,4032,1948,6,12,12/06/1948,,,
IDCJAC0010,4032,1948,6,13,13/06/1948,,,
IDCJAC0010,4032,1948,6,14,14/06/1948,,,
IDCJAC0010,4032,1948,6,15,15/06/1948,,,
IDCJAC0010,4032,1948,6,16,16/06/1948,,,
IDCJAC0010,4032,1948,6,17,17/06/1948,,,
IDCJAC0010,4032,1948,6,18,18/06/1948,,,
IDCJAC0010,4032,1948,6,19,19/06/1948,,,
IDCJAC0010,4032,1948,6,20,20/06/1948,,,
IDCJAC0010,4032,1948,6,21,21/06/1948,,,
IDCJAC0010,4032,1948,6,22,22/06/1948,,,
IDCJAC0010,4032,1948,6,23,23/06/1948,,,
IDCJAC0010,4032,1948,6,24,24/06/1948,,,
IDCJAC0010,4032,1948,6,25,25/06/1948,,,
IDCJAC0010,4032,1948,6,26,26/06/1948,,,
IDCJAC0010,4032,1948,6,27,27/06/1948,,,
IDCJAC0010,4032,1948,6,28,28/06/1948,,,
IDCJAC0010,4032,1948,6,29,29/06/1948,,,
IDCJAC0010,4032,1948,6,30,30/06/1948,,,
IDCJAC0010,4032,1948,7,1,1/07/1948,27.3,1,N
IDCJAC0010,4032,1948,7,2,2/07/1948,25,1,Y
IDCJAC0010,4032,1948,7,3,3/07/1948,26.2,1,Y
IDCJAC0010,4032,1948,7,4,4/07/1948,,,
IDCJAC0010,4032,1948,7,5,5/07/1948,24.9,1,N
IDCJAC0010,4032,1948,7,6,6/07/1948,26.2,1,Y
IDCJAC0010,4032,1948,7,7,7/07/1948,25.8,1,Y
IDCJAC0010,4032,1948,7,8,8/07/1948,26.9,1,Y
IDCJAC0010,4032,1948,7,9,9/07/1948,26.3,1,Y
IDCJAC0010,4032,1948,7,10,10/07/1948,25.2,1,Y
IDCJAC0010,4032,1948,7,11,11/07/1948,28.7,1,Y
IDCJAC0010,4032,1948,7,12,12/07/1948,25.7,1,Y
IDCJAC0010,4032,1948,7,13,13/07/1948,27.1,1,Y
IDCJAC0010,4032,1948,7,14,14/07/1948,26.2,1,Y
IDCJAC0010,4032,1948,7,15,15/07/1948,,,
IDCJAC0010,4032,1948,7,16,16/07/1948,,,
IDCJAC0010,4032,1948,7,17,17/07/1948,,,
IDCJAC0010,4032,1948,7,18,18/07/1948,,,
IDCJAC0010,4032,1948,7,19,19/07/1948,,,
IDCJAC0010,4032,1948,7,20,20/07/1948,31.7,1,N
IDCJAC0010,4032,1948,7,21,21/07/1948,32.8,1,Y
IDCJAC0010,4032,1948,7,22,22/07/1948,,,
IDCJAC0010,4032,1948,7,23,23/07/1948,,,
IDCJAC0010,4032,1948,7,24,24/07/1948,29.4,1,N
IDCJAC0010,4032,1948,7,25,25/07/1948,31.7,1,Y
IDCJAC0010,4032,1948,7,26,26/07/1948,27.8,1,Y
IDCJAC0010,4032,1948,7,27,27/07/1948,,,
IDCJAC0010,4032,1948,7,28,28/07/1948,26.7,1,N
IDCJAC0010,4032,1948,7,29,29/07/1948,26,1,Y
IDCJAC0010,4032,1948,7,30,30/07/1948,29.4,1,Y
IDCJAC0010,4032,1948,7,31,31/07/1948,27.9,1,Y
IDCJAC0010,4032,1948,8,1,1/08/1948,28.6,1,Y
IDCJAC0010,4032,1948,8,2,2/08/1948,31.1,1,Y
IDCJAC0010,4032,1948,8,3,3/08/1948,,,
IDCJAC0010,4032,1948,8,4,4/08/1948,31.7,1,N
IDCJAC0010,4032,1948,8,5,5/08/1948,29.9,1,Y
IDCJAC0010,4032,1948,8,6,6/08/1948,29.9,1,Y
IDCJAC0010,4032,1948,8,7,7/08/1948,,,
IDCJAC0010,4032,1948,8,8,8/08/1948,,,
IDCJAC0010,4032,1948,8,9,9/08/1948,33,1,N
IDCJAC0010,4032,1948,8,10,10/08/1948,33.3,1,Y
IDCJAC0010,4032,1948,8,11,11/08/1948,31.9,1,Y
IDCJAC0010,4032,1948,8,12,12/08/1948,31.6,1,Y
IDCJAC0010,4032,1948,8,13,13/08/1948,29.5,1,Y
IDCJAC0010,4032,1948,8,14,14/08/1948,,,
IDCJAC0010,4032,1948,8,15,15/08/1948,,,
IDCJAC0010,4032,1948,8,16,16/08/1948,28.9,1,N
IDCJAC0010,4032,1948,8,17,17/08/1948,31.3,1,Y
IDCJAC0010,4032,1948,8,18,18/08/1948,29,1,Y
IDCJAC0010,4032,1948,8,19,19/08/1948,28.3,1,Y
IDCJAC0010,4032,1948,8,20,20/08/1948,27.7,1,Y
IDCJAC0010,4032,1948,8,21,21/08/1948,29.3,1,Y
IDCJAC0010,4032,1948,8,22,22/08/1948,,,
IDCJAC0010,4032,1948,8,23,23/08/1948,,,
IDCJAC0010,4032,1948,8,24,24/08/1948,27.3,1,N
IDCJAC0010,4032,1948,8,25,25/08/1948,29.9,1,Y
IDCJAC0010,4032,1948,8,26,26/08/1948,27.8,1,Y
IDCJAC0010,4032,1948,8,27,27/08/1948,28.3,1,Y
IDCJAC0010,4032,1948,8,28,28/08/1948,29.6,1,Y
IDCJAC0010,4032,1948,8,29,29/08/1948,29.3,1,Y
IDCJAC0010,4032,1948,8,30,30/08/1948,31.3,1,Y
IDCJAC0010,4032,1948,8,31,31/08/1948,32.4,1,Y
IDCJAC0010,4032,1948,9,1,1/09/1948,32.8,1,Y
IDCJAC0010,4032,1948,9,2,2/09/1948,34.6,1,Y
IDCJAC0010,4032,1948,9,3,3/09/1948,32.7,1,Y
IDCJAC0010,4032,1948,9,4,4/09/1948,29.9,1,Y
IDCJAC0010,4032,1948,9,5,5/09/1948,29.9,1,Y
IDCJAC0010,4032,1948,9,6,6/09/1948,32.2,1,Y
IDCJAC0010,4032,1948,9,7,7/09/1948,29.4,1,Y
IDCJAC0010,4032,1948,9,8,8/09/1948,,,
IDCJAC0010,4032,1948,9,9,9/09/1948,,,
IDCJAC0010,4032,1948,9,10,10/09/1948,29.5,1,N
IDCJAC0010,4032,1948,9,11,11/09/1948,33.9,1,Y
IDCJAC0010,4032,1948,9,12,12/09/1948,33.9,1,Y
IDCJAC0010,4032,1948,9,13,13/09/1948,32.7,1,Y
IDCJAC0010,4032,1948,9,14,14/09/1948,33.8,1,Y
IDCJAC0010,4032,1948,9,15,15/09/1948,37.2,1,Y
IDCJAC0010,4032,1948,9,16,16/09/1948,37.1,1,Y
IDCJAC0010,4032,1948,9,17,17/09/1948,36,1,Y
IDCJAC0010,4032,1948,9,18,18/09/1948,29.6,1,Y
IDCJAC0010,4032,1948,9,19,19/09/1948,27.5,1,Y
IDCJAC0010,4032,1948,9,20,20/09/1948,31.9,1,Y
IDCJAC0010,4032,1948,9,21,21/09/1948,31,1,Y
IDCJAC0010,4032,1948,9,22,22/09/1948,32.3,1,Y
IDCJAC0010,4032,1948,9,23,23/09/1948,31.9,1,Y
IDCJAC0010,4032,1948,9,24,24/09/1948,32.9,1,Y
IDCJAC0010,4032,1948,9,25,25/09/1948,35.4,1,Y
IDCJAC0010,4032,1948,9,26,26/09/1948,35.2,1,Y
IDCJAC0010,4032,1948,9,27,27/09/1948,31.2,1,Y
IDCJAC0010,4032,1948,9,28,28/09/1948,32.8,1,Y
IDCJAC0010,4032,1948,9,29,29/09/1948,33.3,1,Y
IDCJAC0010,4032,1948,9,30,30/09/1948,35.2,1,Y
IDCJAC0010,4032,1948,10,1,1/10/1948,32.6,1,Y
IDCJAC0010,4032,1948,10,2,2/10/1948,36.3,1,Y
IDCJAC0010,4032,1948,10,3,3/10/1948,33,1,Y
IDCJAC0010,4032,1948,10,4,4/10/1948,29.4,1,Y
IDCJAC0010,4032,1948,10,5,5/10/1948,28.1,1,Y
IDCJAC0010,4032,1948,10,6,6/10/1948,29.6,1,Y
IDCJAC0010,4032,1948,10,7,7/10/1948,31.5,1,Y
IDCJAC0010,4032,1948,10,8,8/10/1948,32.1,1,Y
IDCJAC0010,4032,1948,10,9,9/10/1948,35.3,1,Y
IDCJAC0010,4032,1948,10,10,10/10/1948,36.4,1,Y
IDCJAC0010,4032,1948,10,11,11/10/1948,34.2,1,Y
IDCJAC0010,4032,1948,10,12,12/10/1948,35.8,1,Y
IDCJAC0010,4032,1948,10,13,13/10/1948,37.2,1,Y
IDCJAC0010,4032,1948,10,14,14/10/1948,35.3,1,Y
IDCJAC0010,4032,1948,10,15,15/10/1948,35.8,1,Y
IDCJAC0010,4032,1948,10,16,16/10/1948,34.6,1,Y
IDCJAC0010,4032,1948,10,17,17/10/1948,36.9,1,Y
IDCJAC0010,4032,1948,10,18,18/10/1948,39.7,1,Y
IDCJAC0010,4032,1948,10,19,19/10/1948,43.3,1,Y
IDCJAC0010,4032,1948,10,20,20/10/1948,41.9,1,Y
IDCJAC0010,4032,1948,10,21,21/10/1948,41.5,1,Y
IDCJAC0010,4032,1948,10,22,22/10/1948,39.9,1,Y
IDCJAC0010,4032,1948,10,23,23/10/1948,35.6,1,Y
IDCJAC0010,4032,1948,10,24,24/10/1948,40.3,1,Y
IDCJAC0010,4032,1948,10,25,25/10/1948,40.7,1,Y
IDCJAC0010,4032,1948,10,26,26/10/1948,41,1,Y
IDCJAC0010,4032,1948,10,27,27/10/1948,36.6,1,Y
IDCJAC0010,4032,1948,10,28,28/10/1948,34.3,1,Y
IDCJAC0010,4032,1948,10,29,29/10/1948,28.3,1,Y
IDCJAC0010,4032,1948,10,30,30/10/1948,35.6,1,Y
IDCJAC0010,4032,1948,10,31,31/10/1948,36.1,1,Y
IDCJAC0010,4032,1948,11,1,1/11/1948,31.7,1,Y
IDCJAC0010,4032,1948,11,2,2/11/1948,37.9,1,Y
IDCJAC0010,4032,1948,11,3,3/11/1948,36.5,1,Y
IDCJAC0010,4032,1948,11,4,4/11/1948,33.8,1,Y
IDCJAC0010,4032,1948,11,5,5/11/1948,30.1,1,Y
IDCJAC0010,4032,1948,11,6,6/11/1948,34.2,1,Y
IDCJAC0010,4032,1948,11,7,7/11/1948,,,
IDCJAC0010,4032,1948,11,8,8/11/1948,28.9,1,N
IDCJAC0010,4032,1948,11,9,9/11/1948,29.5,1,Y
IDCJAC0010,4032,1948,11,10,10/11/1948,33.4,1,Y
IDCJAC0010,4032,1948,11,11,11/11/1948,31.8,1,Y
IDCJAC0010,4032,1948,11,12,12/11/1948,33.4,1,Y
IDCJAC0010,4032,1948,11,13,13/11/1948,37.5,1,Y
IDCJAC0010,4032,1948,11,14,14/11/1948,35.5,1,Y
IDCJAC0010,4032,1948,11,15,15/11/1948,31.9,1,Y
IDCJAC0010,4032,1948,11,16,16/11/1948,,,
IDCJAC0010,4032,1948,11,17,17/11/1948,32.9,1,N
IDCJAC0010,4032,1948,11,18,18/11/1948,33.2,1,Y
IDCJAC0010,4032,1948,11,19,19/11/1948,35.6,1,Y
IDCJAC0010,4032,1948,11,20,20/11/1948,33.3,1,Y
IDCJAC0010,4032,1948,11,21,21/11/1948,33.5,1,Y
IDCJAC0010,4032,1948,11,22,22/11/1948,32.6,1,Y
IDCJAC0010,4032,1948,11,23,23/11/1948,38.5,1,Y
IDCJAC0010,4032,1948,11,24,24/11/1948,41.3,1,Y
IDCJAC0010,4032,1948,11,25,25/11/1948,40.5,1,Y
IDCJAC0010,4032,1948,11,26,26/11/1948,38.5,1,Y
IDCJAC0010,4032,1948,11,27,27/11/1948,33.3,1,Y
IDCJAC0010,4032,1948,11,28,28/11/1948,32.2,1,Y
IDCJAC0010,4032,1948,11,29,29/11/1948,33.8,1,Y
IDCJAC0010,4032,1948,11,30,30/11/1948,29.4,1,Y
IDCJAC0010,4032,1948,12,1,1/12/1948,31.2,1,Y
IDCJAC0010,4032,1948,12,2,2/12/1948,37.9,1,Y
IDCJAC0010,4032,1948,12,3,3/12/1948,37.4,1,Y
IDCJAC0010,4032,1948,12,4,4/12/1948,31.8,1,Y
IDCJAC0010,4032,1948,12,5,5/12/1948,31.1,1,Y
IDCJAC0010,4032,1948,12,6,6/12/1948,31.6,1,Y
IDCJAC0010,4032,1948,12,7,7/12/1948,33.3,1,Y
IDCJAC0010,4032,1948,12,8,8/12/1948,33.5,1,Y
IDCJAC0010,4032,1948,12,9,9/12/1948,32.1,1,Y
IDCJAC0010,4032,1948,12,10,10/12/1948,35.7,1,Y
IDCJAC0010,4032,1948,12,11,11/12/1948,37.1,1,Y
IDCJAC0010,4032,1948,12,12,12/12/1948,31.7,1,Y
IDCJAC0010,4032,1948,12,13,13/12/1948,31.8,1,Y
IDCJAC0010,4032,1948,12,14,14/12/1948,33.3,1,Y
IDCJAC0010,4032,1948,12,15,15/12/1948,33.4,1,Y
IDCJAC0010,4032,1948,12,16,16/12/1948,31.7,1,Y
IDCJAC0010,4032,1948,12,17,17/12/1948,31.7,1,Y
IDCJAC0010,4032,1948,12,18,18/12/1948,32.3,1,Y
IDCJAC0010,4032,1948,12,19,19/12/1948,34.9,1,Y
IDCJAC0010,4032,1948,12,20,20/12/1948,35.1,1,Y
IDCJAC0010,4032,1948,12,21,21/12/1948,36.2,1,Y
IDCJAC0010,4032,1948,12,22,22/12/1948,36,1,Y
IDCJAC0010,4032,1948,12,23,23/12/1948,38.4,1,Y
IDCJAC0010,4032,1948,12,24,24/12/1948,39.7,1,Y
IDCJAC0010,4032,1948,12,25,25/12/1948,39.6,1,Y
IDCJAC0010,4032,1948,12,26,26/12/1948,40.2,1,Y
IDCJAC0010,4032,1948,12,27,27/12/1948,40.7,1,Y
IDCJAC0010,4032,1948,12,28,28/12/1948,39.2,1,Y
IDCJAC0010,4032,1948,12,29,29/12/1948,35.8,1,Y
IDCJAC0010,4032,1948,12,30,30/12/1948,40.5,1,Y
IDCJAC0010,4032,1948,12,31,31/12/1948,39.2,1,Y
IDCJAC0010,4032,1949,1,1,1/01/1949,32.6,1,Y
IDCJAC0010,4032,1949,1,2,2/01/1949,32.9,1,Y
IDCJAC0010,4032,1949,1,3,3/01/1949,35.7,1,Y
IDCJAC0010,4032,1949,1,4,4/01/1949,39.8,1,Y
IDCJAC0010,4032,1949,1,5,5/01/1949,41.1,1,Y
IDCJAC0010,4032,1949,1,6,6/01/1949,41.8,1,Y
IDCJAC0010,4032,1949,1,7,7/01/1949,34.7,1,Y
IDCJAC0010,4032,1949,1,8,8/01/1949,34.6,1,Y
IDCJAC0010,4032,1949,1,9,9/01/1949,36.2,1,Y
IDCJAC0010,4032,1949,1,10,10/01/1949,38.1,1,Y
IDCJAC0010,4032,1949,1,11,11/01/1949,40,1,Y
IDCJAC0010,4032,1949,1,12,12/01/1949,33.3,1,Y
IDCJAC0010,4032,1949,1,13,13/01/1949,32.1,1,Y
IDCJAC0010,4032,1949,1,14,14/01/1949,32.2,1,Y
IDCJAC0010,4032,1949,1,15,15/01/1949,35.5,1,Y
IDCJAC0010,4032,1949,1,16,16/01/1949,40.8,1,Y
IDCJAC0010,4032,1949,1,17,17/01/1949,42.9,1,Y
IDCJAC0010,4032,1949,1,18,18/01/1949,34.1,1,Y
IDCJAC0010,4032,1949,1,19,19/01/1949,34.1,1,Y
IDCJAC0010,4032,1949,1,20,20/01/1949,37.2,1,Y
IDCJAC0010,4032,1949,1,21,21/01/1949,36.3,1,Y
IDCJAC0010,4032,1949,1,22,22/01/1949,36.7,1,Y
IDCJAC0010,4032,1949,1,23,23/01/1949,33.5,1,Y
IDCJAC0010,4032,1949,1,24,24/01/1949,33.3,1,Y
IDCJAC0010,4032,1949,1,25,25/01/1949,36.3,1,Y
IDCJAC0010,4032,1949,1,26,26/01/1949,40.7,1,Y
IDCJAC0010,4032,1949,1,27,27/01/1949,44.4,1,Y
IDCJAC0010,4032,1949,1,28,28/01/1949,44.7,1,Y
IDCJAC0010,4032,1949,1,29,29/01/1949,34.3,1,Y
IDCJAC0010,4032,1949,1,30,30/01/1949,33.9,1,Y
IDCJAC0010,4032,1949,1,31,31/01/1949,33.6,1,Y
IDCJAC0010,4032,1949,2,1,1/02/1949,35.8,1,Y
IDCJAC0010,4032,1949,2,2,2/02/1949,33.9,1,Y
IDCJAC0010,4032,1949,2,3,3/02/1949,33.2,1,Y
IDCJAC0010,4032,1949,2,4,4/02/1949,35.4,1,Y
IDCJAC0010,4032,1949,2,5,5/02/1949,35.5,1,Y
IDCJAC0010,4032,1949,2,6,6/02/1949,33.3,1,Y
IDCJAC0010,4032,1949,2,7,7/02/1949,33.7,1,Y
IDCJAC0010,4032,1949,2,8,8/02/1949,34.3,1,Y
IDCJAC0010,4032,1949,2,9,9/02/1949,35,1,Y
IDCJAC0010,4032,1949,2,10,10/02/1949,34.3,1,Y
IDCJAC0010,4032,1949,2,11,11/02/1949,34.3,1,Y
IDCJAC0010,4032,1949,2,12,12/02/1949,33.3,1,Y
IDCJAC0010,4032,1949,2,13,13/02/1949,34.1,1,Y
IDCJAC0010,4032,1949,2,14,14/02/1949,32.1,1,Y
IDCJAC0010,4032,1949,2,15,15/02/1949,31.3,1,Y
IDCJAC0010,4032,1949,2,16,16/02/1949,32.3,1,Y
IDCJAC0010,4032,1949,2,17,17/02/1949,31.3,1,Y
IDCJAC0010,4032,1949,2,18,18/02/1949,31.1,1,Y
IDCJAC0010,4032,1949,2,19,19/02/1949,33.9,1,Y
IDCJAC0010,4032,1949,2,20,20/02/1949,34.2,1,Y
IDCJAC0010,4032,1949,2,21,21/02/1949,37,1,Y
IDCJAC0010,4032,1949,2,22,22/02/1949,,,
IDCJAC0010,4032,1949,2,23,23/02/1949,27.3,1,N
IDCJAC0010,4032,1949,2,24,24/02/1949,31.9,1,Y
IDCJAC0010,4032,1949,2,25,25/02/1949,31.2,1,Y
IDCJAC0010,4032,1949,2,26,26/02/1949,,,
IDCJAC0010,4032,1949,2,27,27/02/1949,33.9,1,N
IDCJAC0010,4032,1949,2,28,28/02/1949,35.6,1,Y
IDCJAC0010,4032,1949,3,1,1/03/1949,37.3,1,Y
IDCJAC0010,4032,1949,3,2,2/03/1949,34.7,1,Y
IDCJAC0010,4032,1949,3,3,3/03/1949,34.4,1,Y
IDCJAC0010,4032,1949,3,4,4/03/1949,36.8,1,Y
IDCJAC0010,4032,1949,3,5,5/03/1949,37.4,1,Y
IDCJAC0010,4032,1949,3,6,6/03/1949,38.6,1,Y
IDCJAC0010,4032,1949,3,7,7/03/1949,40.4,1,Y
IDCJAC0010,4032,1949,3,8,8/03/1949,38.3,1,Y
IDCJAC0010,4032,1949,3,9,9/03/1949,40.7,1,Y
